,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
2041,55-59,Male,United States of America,Bachelor’s degree,Software Engineer,< 1 years,"70,000-79,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
2043,35-39,Male,Brazil,Professional degree,Software Engineer,5-10 years,$0-999,Udacity;Udemy,Python;SQL;Java;Javascript;Udacity;Udemy
2044,30-34,Male,Germany,Master’s degree,Data Scientist,3-5 years,"60,000-69,999",DataCamp;University Courses (resulting in a university degree),Python;R;SQL;Bash;DataCamp;University Courses (resulting in a university degree)
2045,22-24,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"5,000-7,499",Coursera;Udemy,Python;SQL;Java;Coursera;Udemy
2046,45-49,Female,United States of America,Bachelor’s degree,Product/Project Manager,< 1 years,"90,000-99,999",Coursera;DataCamp,Python;R;SQL;Coursera;DataCamp
2047,35-39,Male,Germany,Master’s degree,Other,3-5 years,"90,000-99,999",Coursera;edX;Fast.ai;University Courses (resulting in a university degree),Python;C++;Bash;Other;Coursera;edX;Fast.ai;University Courses (resulting in a university degree)
2048,18-21,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,"3,000-3,999",,Python;
2051,25-29,Male,Germany,Master’s degree,Data Scientist,< 1 years,"100,000-124,999",Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;Javascript;Coursera;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2053,30-34,Male,Japan,Master’s degree,Software Engineer,1-2 years,"60,000-69,999",None,Python;MATLAB;None
2054,25-29,Male,United States of America,Master’s degree,Data Scientist,3-5 years,"90,000-99,999",University Courses (resulting in a university degree),Python;R;Bash;University Courses (resulting in a university degree)
2055,30-34,Male,Japan,Master’s degree,Research Scientist,5-10 years,"5,000-7,499",None,Python;C++;None
2056,35-39,Male,Brazil,Doctoral degree,Data Analyst,3-5 years,"10,000-14,999",,Python;SQL;MATLAB;
2057,70+,Male,United States of America,Doctoral degree,Research Scientist,20+ years,"300,000-500,000",Coursera;edX,Bash;Coursera;edX
2058,25-29,Male,Brazil,Professional degree,Data Analyst,I have never written code,"1,000-1,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
2059,22-24,Male,Mexico,Bachelor’s degree,Software Engineer,< 1 years,"7,500-9,999",Udacity,Python;SQL;Javascript;TypeScript;Udacity
2062,40-44,Male,Argentina,Professional degree,Other,I have never written code,"7,500-9,999",Coursera;edX;Fast.ai,Coursera;edX;Fast.ai
2063,40-44,Female,Canada,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",Coursera,Python;SQL;Bash;Coursera
2065,45-49,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,< 1 years,"50,000-59,999",Udemy,Python;Udemy
2066,25-29,Male,United States of America,Master’s degree,Data Scientist,3-5 years,"125,000-149,999",University Courses (resulting in a university degree),Python;Java;University Courses (resulting in a university degree)
2067,30-34,Male,Australia,Master’s degree,Software Engineer,1-2 years,"60,000-69,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;Coursera;Kaggle Courses (i.e. Kaggle Learn)
2068,40-44,Male,United States of America,Master’s degree,Data Analyst,1-2 years,"90,000-99,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Javascript;Bash;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
2070,35-39,Male,United States of America,Doctoral degree,Data Scientist,5-10 years,"150,000-199,999",Udacity;Coursera;DataCamp;DataQuest;Fast.ai;Udemy,Python;SQL;Udacity;Coursera;DataCamp;DataQuest;Fast.ai;Udemy
2071,60-69,Male,United States of America,Master’s degree,Product/Project Manager,5-10 years,"150,000-199,999",University Courses (resulting in a university degree),Python;C;C++;Java;Bash;University Courses (resulting in a university degree)
2072,35-39,Male,Mexico,Doctoral degree,Data Scientist,10-20 years,"70,000-79,999",Coursera;edX;University Courses (resulting in a university degree),Python;R;Coursera;edX;University Courses (resulting in a university degree)
2073,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years,"80,000-89,999",University Courses (resulting in a university degree),Python;Other;University Courses (resulting in a university degree)
2074,25-29,Male,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,3-5 years,"30,000-39,999",Coursera;Udemy,Python;Coursera;Udemy
2075,35-39,Male,United States of America,Doctoral degree,Software Engineer,5-10 years,"100,000-124,999",None,Python;C++;Bash;MATLAB;Other;None
2076,50-54,Male,Brazil,Doctoral degree,Research Scientist,3-5 years,"20,000-24,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;R;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
2077,45-49,Female,Canada,Bachelor’s degree,Other,5-10 years,"50,000-59,999",Coursera,Python;SQL;Bash;Coursera
2078,40-44,Male,Australia,Master’s degree,Data Engineer,10-20 years,"150,000-199,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Javascript;Coursera;Kaggle Courses (i.e. Kaggle Learn)
2079,30-34,Female,Other,Master’s degree,Other,I have never written code,"7,500-9,999",Coursera;edX;University Courses (resulting in a university degree),Coursera;edX;University Courses (resulting in a university degree)
2080,30-34,Male,Australia,Master’s degree,Data Scientist,3-5 years,"125,000-149,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
2082,30-34,Male,Portugal,Bachelor’s degree,Data Scientist,3-5 years,"20,000-24,999",Coursera;DataQuest;Udemy;University Courses (resulting in a university degree),Python;SQL;Coursera;DataQuest;Udemy;University Courses (resulting in a university degree)
2083,35-39,Male,Republic of Korea,Some college/university study without earning a bachelor’s degree,Product/Project Manager,3-5 years,"80,000-89,999",Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning,C;Bash;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;LinkedIn Learning
2084,25-29,Male,Brazil,Bachelor’s degree,Data Scientist,3-5 years,"10,000-14,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;SQL;Javascript;Bash;Other;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
2085,45-49,Male,Colombia,Master’s degree,Product/Project Manager,1-2 years,"40,000-49,999",Coursera;edX;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Coursera;edX;Udemy;University Courses (resulting in a university degree)
2086,30-34,Male,Poland,Doctoral degree,Data Scientist,3-5 years,"30,000-39,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2087,40-44,Male,Peru,Doctoral degree,Other,< 1 years,"25,000-29,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2088,30-34,Female,United States of America,Master’s degree,Research Scientist,3-5 years,"40,000-49,999",Udacity;Kaggle Courses (i.e. Kaggle Learn),Python;R;Other;Udacity;Kaggle Courses (i.e. Kaggle Learn)
2089,40-44,Male,Taiwan,Bachelor’s degree,Software Engineer,< 1 years,"20,000-24,999",Kaggle Courses (i.e. Kaggle Learn),Python;C;C++;Kaggle Courses (i.e. Kaggle Learn)
2090,45-49,Male,United States of America,Master’s degree,Business Analyst,10-20 years,"40,000-49,999",Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Udacity;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
2091,55-59,Male,Russia,Doctoral degree,Research Scientist,3-5 years,"7,500-9,999",Coursera;Udemy,R;SQL;Coursera;Udemy
2092,25-29,Male,Indonesia,Master’s degree,Data Analyst,< 1 years,"5,000-7,499",Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Udemy
2094,55-59,Prefer not to say,Other,Master’s degree,Data Scientist,1-2 years,"10,000-14,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
2096,35-39,Male,Other,Doctoral degree,Research Scientist,10-20 years,"100,000-124,999",Udacity;University Courses (resulting in a university degree),Python;SQL;C;C++;Java;MATLAB;Udacity;University Courses (resulting in a university degree)
2098,25-29,Male,United States of America,Bachelor’s degree,Data Scientist,1-2 years,"125,000-149,999",,Python;
2099,35-39,Male,United States of America,Bachelor’s degree,Other,< 1 years,"40,000-49,999",Udemy,SQL;Udemy
2100,70+,Female,Brazil,Doctoral degree,Research Scientist,10-20 years,"70,000-79,999",None,Python;C;None
2101,45-49,Male,Japan,Master’s degree,Data Engineer,5-10 years,"> $500,000",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;C;C++;Java;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
2103,25-29,Male,United States of America,Bachelor’s degree,Data Scientist,3-5 years,"90,000-99,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Javascript;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
2104,35-39,Prefer not to say,Spain,Master’s degree,Software Engineer,10-20 years,"40,000-49,999",Coursera;LinkedIn Learning,Python;Coursera;LinkedIn Learning
2105,45-49,Male,Hong Kong (S.A.R.),Master’s degree,Product/Project Manager,3-5 years,"70,000-79,999",Coursera;DataCamp;DataQuest,Python;SQL;Coursera;DataCamp;DataQuest
2106,22-24,Male,Japan,Bachelor’s degree,Data Scientist,3-5 years,"3,000-3,999",Coursera;edX;Udemy,Python;SQL;Coursera;edX;Udemy
2107,40-44,Male,South Korea,Bachelor’s degree,Product/Project Manager,< 1 years,"50,000-59,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
2108,45-49,Female,United States of America,Bachelor’s degree,Other,< 1 years,"30,000-39,999",Udacity;Coursera;edX;Udemy,Python;Other;Udacity;Coursera;edX;Udemy
2109,40-44,Male,Brazil,Master’s degree,Data Scientist,1-2 years,$0-999,Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
2110,35-39,Male,Republic of Korea,Master’s degree,Data Scientist,10-20 years,"90,000-99,999",None,Python;C++;Java;None
2111,25-29,Male,Japan,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;R;Coursera;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
2113,25-29,Male,Malaysia,Bachelor’s degree,Business Analyst,1-2 years,"10,000-14,999",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),R;SQL;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2114,35-39,Female,Chile,Master’s degree,Business Analyst,< 1 years,"20,000-24,999",University Courses (resulting in a university degree),Python;University Courses (resulting in a university degree)
2115,35-39,Male,India,Master’s degree,Other,1-2 years,"1,000-1,999",Udemy,Python;R;SQL;Udemy
2119,55-59,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,"100,000-124,999",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2120,35-39,Male,Philippines,Bachelor’s degree,Software Engineer,3-5 years,"20,000-24,999",Coursera;Udemy,Python;SQL;C;C++;Java;Bash;Coursera;Udemy
2121,18-21,Male,Turkey,Bachelor’s degree,Data Scientist,< 1 years,"10,000-14,999",Udemy,Python;Udemy
2123,25-29,Female,Canada,Doctoral degree,Other,3-5 years,"30,000-39,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;MATLAB;Coursera;Kaggle Courses (i.e. Kaggle Learn)
2124,40-44,Male,United States of America,Master’s degree,Business Analyst,5-10 years,"125,000-149,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
2126,55-59,Male,United States of America,Bachelor’s degree,Software Engineer,20+ years,"30,000-39,999",LinkedIn Learning,Python;R;Other;LinkedIn Learning
2127,45-49,Male,Taiwan,I prefer not to answer,Research Scientist,3-5 years,"25,000-29,999",Coursera;edX,Python;Coursera;edX
2128,25-29,Male,Singapore,Bachelor’s degree,Data Scientist,3-5 years,"50,000-59,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy,Python;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy
2129,30-34,Male,United States of America,Bachelor’s degree,Data Scientist,3-5 years,"100,000-124,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning,Python;R;SQL;Bash;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning
2132,35-39,Female,United States of America,Master’s degree,Data Scientist,3-5 years,"125,000-149,999",Coursera;edX;DataCamp,Python;R;SQL;Bash;Coursera;edX;DataCamp
2133,30-34,Male,Japan,Master’s degree,Data Scientist,3-5 years,"50,000-59,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
2135,40-44,Male,Japan,Bachelor’s degree,Other,20+ years,"100,000-124,999",None,Python;Bash;None
2136,30-34,Male,United States of America,Master’s degree,Data Analyst,5-10 years,"125,000-149,999",University Courses (resulting in a university degree),Python;R;SQL;University Courses (resulting in a university degree)
2137,45-49,Male,United States of America,Bachelor’s degree,Software Engineer,3-5 years,"100,000-124,999",None,Python;SQL;Java;Javascript;Bash;None
2138,35-39,Male,United States of America,Doctoral degree,Data Scientist,5-10 years,"90,000-99,999",Coursera,Python;Coursera
2140,40-44,Male,Japan,Doctoral degree,Other,10-20 years,"70,000-79,999",Coursera,Python;SQL;C;C++;Javascript;Coursera
2141,22-24,Female,Japan,Bachelor’s degree,Data Scientist,1-2 years,"15,000-19,999",Coursera;Fast.ai;Udemy,Python;SQL;Coursera;Fast.ai;Udemy
2143,35-39,Male,United States of America,Master’s degree,Data Scientist,10-20 years,"200,000-249,999",Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Bash;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
2144,30-34,Male,Nigeria,Bachelor’s degree,Data Analyst,1-2 years,"1,000-1,999",Udacity;DataQuest;Udemy,Python;R;SQL;Udacity;DataQuest;Udemy
2146,50-54,Male,Indonesia,Bachelor’s degree,Business Analyst,1-2 years,"1,000-1,999",DataCamp;DataQuest,Python;SQL;DataCamp;DataQuest
2147,25-29,Male,Japan,Master’s degree,Other,< 1 years,"50,000-59,999",Kaggle Courses (i.e. Kaggle Learn),Python;MATLAB;Other;Kaggle Courses (i.e. Kaggle Learn)
2148,30-34,Male,India,Master’s degree,Other,< 1 years,"3,000-3,999",University Courses (resulting in a university degree),None;University Courses (resulting in a university degree)
2149,60-69,Male,Japan,Doctoral degree,Research Scientist,5-10 years,"10,000-14,999",edX,Python;edX
2151,30-34,Male,Japan,Bachelor’s degree,Data Scientist,1-2 years,"3,000-3,999",Coursera,Javascript;Coursera
2152,35-39,Male,Australia,Master’s degree,Other,5-10 years,"125,000-149,999",Coursera;DataCamp,Python;C++;Coursera;DataCamp
2153,30-34,Male,United States of America,Master’s degree,Other,5-10 years,"100,000-124,999",DataCamp,Python;R;SQL;DataCamp
2155,30-34,Male,United States of America,Bachelor’s degree,Data Engineer,5-10 years,"150,000-199,999",Coursera,Python;R;SQL;Coursera
2158,35-39,Male,Japan,Master’s degree,Software Engineer,1-2 years,"70,000-79,999",None,Python;SQL;C;None
2159,45-49,Male,Japan,Bachelor’s degree,Other,3-5 years,$0-999,Udemy,Python;Udemy
2160,35-39,Male,Colombia,Master’s degree,DBA/Database Engineer,< 1 years,"10,000-14,999",Udemy;University Courses (resulting in a university degree),Python;SQL;Udemy;University Courses (resulting in a university degree)
2161,50-54,Male,Argentina,Bachelor’s degree,Software Engineer,10-20 years,"20,000-24,999",edX;LinkedIn Learning,Python;SQL;Bash;edX;LinkedIn Learning
2162,40-44,Male,United States of America,Bachelor’s degree,Software Engineer,5-10 years,"125,000-149,999",Coursera;edX,Python;R;SQL;Java;Javascript;Bash;Other;Coursera;edX
