,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
6229,35-39,Woman,Russia,Doctoral degree,Business Analyst,10-20 years,"50,000-59,999",None,MATLAB;None
6230,30-34,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,"10,000-14,999",Kaggle Learn Courses;Udemy,SQL;C++;Javascript;Kaggle Learn Courses;Udemy
6231,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years,"3,000-3,999",Kaggle Learn Courses;DataCamp,SQL;C++;Kaggle Learn Courses;DataCamp
6239,22-24,Man,Brazil,Doctoral degree,Other,1-2 years,"2,000-2,999",Udemy,SQL;Udemy
6240,55-59,Man,Chile,Bachelor’s degree,Software Engineer,20+ years,$0-999,,SQL;C;C++;Javascript;
6242,25-29,Man,India,Master’s degree,Other,3-5 years,$0-999,,SQL;Javascript;
6245,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5-10 years,"100,000-124,999",LinkedIn Learning,SQL;LinkedIn Learning
6247,25-29,Man,Saudi Arabia,Professional degree,Data Scientist,1-2 years,$0-999,Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
6249,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,$0-999,Kaggle Learn Courses,Kaggle Learn Courses
6250,22-24,Man,United States of America,Master’s degree,Data Analyst,1-2 years,"50,000-59,999","Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
6251,40-44,Man,United States of America,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",Udacity;Udemy,SQL;Udacity;Udemy
6254,25-29,Woman,Brazil,Bachelor’s degree,Data Analyst,1-2 years,$0-999,"edX;Kaggle Learn Courses;DataCamp;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;edX;Kaggle Learn Courses;DataCamp;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6255,22-24,Man,Belgium,Master’s degree,Data Scientist,3-5 years,"2,000-2,999",DataCamp,R;MATLAB;DataCamp
6257,45-49,Man,India,Doctoral degree,Machine Learning Engineer,5-10 years,"100,000-124,999",DataCamp,R;DataCamp
6258,30-34,Woman,Other,Master’s degree,Statistician,1-2 years,"50,000-59,999",Kaggle Learn Courses;DataCamp,R;SQL;Kaggle Learn Courses;DataCamp
6259,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,1-2 years,"4,000-4,999",Udemy,Udemy
6260,30-34,Man,Morocco,Professional degree,Software Engineer,5-10 years,"40,000-49,999",Kaggle Learn Courses,SQL;C;Java;Javascript;Kaggle Learn Courses
6261,22-24,Man,Indonesia,Bachelor’s degree,Data Scientist,3-5 years,$0-999,Kaggle Learn Courses,Kaggle Learn Courses
6262,30-34,Man,Argentina,Master’s degree,Other,1-2 years,$0-999,Kaggle Learn Courses,R;MATLAB;Kaggle Learn Courses
6267,22-24,Woman,Australia,Bachelor’s degree,Data Scientist,< 1 years,"50,000-59,999",edX;Fast.ai;University Courses (resulting in a university degree),SQL;edX;Fast.ai;University Courses (resulting in a university degree)
6268,45-49,Man,Nigeria,Master’s degree,Other,I have never written code,"5,000-7,499",None,None
6269,30-34,Man,Japan,Master’s degree,Data Scientist,1-2 years,"70,000-79,999",None,R;None
6270,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,3-5 years,"125,000-149,999",Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
6272,40-44,Man,United Arab Emirates,Master’s degree,Other,I have never written code,"70,000-79,999",,
6276,18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,1-2 years,$0-999,Kaggle Learn Courses,R;Kaggle Learn Courses
6279,25-29,Man,Japan,Master’s degree,Machine Learning Engineer,5-10 years,"60,000-69,999",Kaggle Learn Courses,Javascript;Bash;Kaggle Learn Courses
6281,25-29,Man,Other,Bachelor’s degree,Data Scientist,< 1 years,"7,500-9,999",edX;Udemy,SQL;C;Javascript;Bash;edX;Udemy
6282,30-34,Woman,India,I prefer not to answer,Software Engineer,3-5 years,"3,000-3,999",,SQL;
6283,25-29,Man,Thailand,Master’s degree,Data Scientist,I have never written code,"> $500,000",DataCamp;LinkedIn Learning,DataCamp;LinkedIn Learning
6284,22-24,Woman,India,Master’s degree,Data Analyst,1-2 years,$0-999,,R;SQL;MATLAB;
6286,40-44,Man,Taiwan,Bachelor’s degree,Product/Project Manager,< 1 years,"50,000-59,999",,C;C++;
6287,18-21,Woman,China,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,1-2 years,"3,000-3,999",Udemy,SQL;C;C++;Java;Javascript;Bash;MATLAB;Udemy
6288,40-44,Man,Canada,Doctoral degree,Data Engineer,5-10 years,"90,000-99,999",edX;Udemy;University Courses (resulting in a university degree),Swift;Bash;MATLAB;edX;Udemy;University Courses (resulting in a university degree)
6289,22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,$0-999,,
6290,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,"10,000-14,999",edX;DataCamp;University Courses (resulting in a university degree),C++;Javascript;edX;DataCamp;University Courses (resulting in a university degree)
6291,30-34,Man,India,Bachelor’s degree,Other,I have never written code,"5,000-7,499",Kaggle Learn Courses;DataCamp;Udemy,Kaggle Learn Courses;DataCamp;Udemy
6292,25-29,Man,Philippines,Bachelor’s degree,Data Scientist,3-5 years,"150,000-199,999",edX;Kaggle Learn Courses;Udemy,edX;Kaggle Learn Courses;Udemy
6293,25-29,Man,Japan,Master’s degree,Other,5-10 years,"50,000-59,999",,C++;
6294,35-39,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,"90,000-99,999",edX;Kaggle Learn Courses;DataCamp;Udemy,SQL;edX;Kaggle Learn Courses;DataCamp;Udemy
6295,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"5,000-7,499",DataCamp;Udacity;Udemy,SQL;Javascript;DataCamp;Udacity;Udemy
6298,35-39,Man,India,Bachelor’s degree,Other,I have never written code,"7,500-9,999",,
6300,60-69,Man,United States of America,Master’s degree,Software Engineer,20+ years,"200,000-249,999",,Bash;
6302,50-54,Man,Japan,Bachelor’s degree,Software Engineer,5-10 years,"40,000-49,999",Udemy,SQL;Java;Javascript;Udemy
6304,25-29,Man,Brazil,Bachelor’s degree,Other,I have never written code,$0-999,,
6307,35-39,Woman,India,Doctoral degree,Data Scientist,1-2 years,"10,000-14,999",None,SQL;None
6308,18-21,Man,Turkey,No formal education past high school,Research Scientist,I have never written code,$0-999,,
6310,25-29,Man,Bangladesh,Professional degree,Business Analyst,3-5 years,"3,000-3,999",edX;Udemy,SQL;edX;Udemy
6313,22-24,Man,Other,Master’s degree,Data Scientist,1-2 years,"20,000-24,999",edX;Kaggle Learn Courses;DataCamp;University Courses (resulting in a university degree),edX;Kaggle Learn Courses;DataCamp;University Courses (resulting in a university degree)
6314,35-39,Man,Chile,Doctoral degree,Research Scientist,5-10 years,"25,000-29,999",edX;Udemy,MATLAB;edX;Udemy
6317,40-44,Man,Viet Nam,I prefer not to answer,Research Scientist,5-10 years,"4,000-4,999",None,R;None
6320,35-39,Woman,Switzerland,Doctoral degree,Data Scientist,10-20 years,"125,000-149,999",edX;University Courses (resulting in a university degree),edX;University Courses (resulting in a university degree)
6321,30-34,Man,Brazil,Master’s degree,Data Analyst,10-20 years,"30,000-39,999",edX;Kaggle Learn Courses;University Courses (resulting in a university degree),SQL;Bash;edX;Kaggle Learn Courses;University Courses (resulting in a university degree)
6322,22-24,Man,Egypt,Bachelor’s degree,Machine Learning Engineer,< 1 years,$0-999,edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning,C;Java;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning
6326,22-24,Woman,India,Master’s degree,Data Scientist,< 1 years,$0-999,,C;
6329,30-34,Man,Russia,Doctoral degree,Data Engineer,10-20 years,"1,000-1,999",Kaggle Learn Courses,SQL;Kaggle Learn Courses
6331,22-24,Man,Japan,Bachelor’s degree,Data Analyst,1-2 years,"1,000-1,999",Kaggle Learn Courses,C++;Javascript;Kaggle Learn Courses
6334,25-29,Man,China,Master’s degree,Machine Learning Engineer,I have never written code,$0-999,None,None
6335,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,"40,000-49,999",edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy,Julia;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy
6336,50-54,Man,United States of America,Doctoral degree,Software Engineer,20+ years,"200,000-249,999",Udacity;Udemy;University Courses (resulting in a university degree),R;SQL;C;C++;Javascript;Udacity;Udemy;University Courses (resulting in a university degree)
6337,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,20+ years,"20,000-24,999",University Courses (resulting in a university degree),SQL;Java;University Courses (resulting in a university degree)
6341,25-29,Man,Italy,Bachelor’s degree,Machine Learning Engineer,3-5 years,"40,000-49,999",DataCamp;University Courses (resulting in a university degree),SQL;DataCamp;University Courses (resulting in a university degree)
6345,22-24,Man,India,Bachelor’s degree,Data Scientist,3-5 years,"20,000-24,999",DataCamp,C++;DataCamp
6346,40-44,Man,Russia,Bachelor’s degree,DBA/Database Engineer,10-20 years,"1,000-1,999",University Courses (resulting in a university degree),SQL;University Courses (resulting in a university degree)
6348,25-29,Man,Argentina,Professional degree,Data Analyst,1-2 years,$0-999,edX;Kaggle Learn Courses;DataCamp,SQL;edX;Kaggle Learn Courses;DataCamp
6349,25-29,Man,Kenya,Bachelor’s degree,Data Scientist,< 1 years,"1,000-1,999",Kaggle Learn Courses,Kaggle Learn Courses
6350,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",DataCamp,DataCamp
6353,30-34,Man,Russia,Professional degree,Software Engineer,10-20 years,"2,000-2,999",Udacity,Javascript;Udacity
6355,30-34,Man,India,Master’s degree,Data Analyst,5-10 years,"2,000-2,999",University Courses (resulting in a university degree),Julia;University Courses (resulting in a university degree)
6357,25-29,Man,Other,Bachelor’s degree,Data Scientist,5-10 years,"60,000-69,999",edX;DataCamp;University Courses (resulting in a university degree),R;SQL;Bash;edX;DataCamp;University Courses (resulting in a university degree)
6358,22-24,Man,Nigeria,Master’s degree,Other,1-2 years,"5,000-7,499","edX;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","edX;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6362,35-39,Man,India,Master’s degree,Business Analyst,5-10 years,"50,000-59,999",,SQL;
6363,22-24,Man,Mexico,Master’s degree,Software Engineer,1-2 years,$0-999,Kaggle Learn Courses;LinkedIn Learning,Kaggle Learn Courses;LinkedIn Learning
6364,45-49,Prefer not to say,India,Doctoral degree,Research Scientist,5-10 years,"3,000-3,999",Kaggle Learn Courses;Udemy,MATLAB;Kaggle Learn Courses;Udemy
6366,40-44,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Scientist,1-2 years,"30,000-39,999",DataCamp,SQL;DataCamp
6367,25-29,Man,Australia,Master’s degree,Software Engineer,10-20 years,$0-999,edX;Kaggle Learn Courses,SQL;Javascript;MATLAB;edX;Kaggle Learn Courses
6370,22-24,Man,United States of America,Master’s degree,Research Scientist,10-20 years,"100,000-124,999",Udacity;Udemy;University Courses (resulting in a university degree),SQL;C;Julia;Bash;Udacity;Udemy;University Courses (resulting in a university degree)
6372,50-54,Man,Philippines,Bachelor’s degree,Other,< 1 years,"50,000-59,999","edX;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;edX;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6374,18-21,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,C++;Bash;
6376,35-39,Woman,Egypt,Doctoral degree,Other,I have never written code,$0-999,,
6377,25-29,Man,Portugal,Master’s degree,Research Scientist,5-10 years,"15,000-19,999",,
6378,35-39,Man,Brazil,Master’s degree,Data Analyst,< 1 years,"1,000-1,999",Udacity,SQL;Udacity
6379,22-24,Woman,India,Master’s degree,Data Scientist,1-2 years,$0-999,,
6381,18-21,Man,Indonesia,Master’s degree,Data Engineer,1-2 years,"7,500-9,999",Kaggle Learn Courses;DataCamp;Udemy,SQL;C++;Java;Javascript;Kaggle Learn Courses;DataCamp;Udemy
6382,40-44,Man,Turkey,Master’s degree,Research Scientist,5-10 years,"90,000-99,999",University Courses (resulting in a university degree),Javascript;University Courses (resulting in a university degree)
6386,55-59,Man,India,Master’s degree,Other,20+ years,"40,000-49,999",LinkedIn Learning,R;SQL;C;Java;LinkedIn Learning
6387,30-34,Man,United States of America,Master’s degree,Software Engineer,5-10 years,"200,000-249,999",edX,Java;edX
6388,30-34,Man,Japan,Master’s degree,Other,I have never written code,"4,000-4,999",Kaggle Learn Courses,Kaggle Learn Courses
6392,40-44,Man,India,Master’s degree,Product/Project Manager,3-5 years,"5,000-7,499",Kaggle Learn Courses,Kaggle Learn Courses
6393,25-29,Man,Other,Bachelor’s degree,Data Analyst,< 1 years,"10,000-14,999",Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,SQL;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
6395,35-39,Man,Brazil,Doctoral degree,DBA/Database Engineer,5-10 years,"60,000-69,999","edX;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;Java;Javascript;edX;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6397,25-29,Man,Japan,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",None,SQL;C;C++;Swift;None
6398,25-29,Woman,Indonesia,Bachelor’s degree,Research Scientist,5-10 years,"40,000-49,999",University Courses (resulting in a university degree),C++;Javascript;University Courses (resulting in a university degree)
6399,25-29,Man,Nepal,Master’s degree,Other,1-2 years,"2,000-2,999",edX;DataCamp,R;SQL;edX;DataCamp
6403,22-24,Man,Malaysia,Bachelor’s degree,Data Scientist,3-5 years,"10,000-14,999",Fast.ai,Fast.ai
6405,30-34,Woman,India,Professional degree,Business Analyst,5-10 years,$0-999,None,SQL;None
6407,50-54,Man,United States of America,Bachelor’s degree,Other,20+ years,"150,000-199,999",Udemy,SQL;Udemy
6408,30-34,Man,United States of America,Doctoral degree,Software Engineer,10-20 years,"300,000-500,000",edX;DataCamp;Udemy,SQL;C++;edX;DataCamp;Udemy
6409,25-29,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"20,000-24,999","edX;Kaggle Learn Courses;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","SQL;edX;Kaggle Learn Courses;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
6410,50-54,Man,Germany,Master’s degree,Software Engineer,20+ years,"> $500,000",,SQL;Java;Javascript;MATLAB;
6414,30-34,Woman,India,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",Fast.ai;Udemy;University Courses (resulting in a university degree),Fast.ai;Udemy;University Courses (resulting in a university degree)
6417,30-34,Man,United States of America,Master’s degree,Data Analyst,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
6424,35-39,Man,United States of America,Master’s degree,Data Scientist,3-5 years,"90,000-99,999",Udemy;LinkedIn Learning,R;SQL;Udemy;LinkedIn Learning
6426,30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,"150,000-199,999",None,R;SQL;None
6427,25-29,Woman,Indonesia,Master’s degree,Research Scientist,1-2 years,"10,000-14,999",,
6429,25-29,Man,India,Professional degree,Software Engineer,5-10 years,"20,000-24,999",Udacity;Udemy,SQL;Udacity;Udemy
6432,30-34,Man,Other,Master’s degree,Other,5-10 years,"20,000-24,999",University Courses (resulting in a university degree),SQL;University Courses (resulting in a university degree)
6433,30-34,Man,Germany,Master’s degree,Product/Project Manager,3-5 years,$0-999,Kaggle Learn Courses,Kaggle Learn Courses
6437,22-24,Man,China,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
6440,22-24,Man,Malaysia,Bachelor’s degree,Research Scientist,3-5 years,"10,000-14,999",,Bash;
6441,40-44,Man,India,Master’s degree,Product/Project Manager,3-5 years,"30,000-39,999",DataCamp;Udemy;University Courses (resulting in a university degree),R;MATLAB;DataCamp;Udemy;University Courses (resulting in a university degree)
6442,35-39,Man,India,Master’s degree,Business Analyst,I have never written code,"50,000-59,999",Udemy;University Courses (resulting in a university degree),Udemy;University Courses (resulting in a university degree)
6443,25-29,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,DataCamp;Udacity;University Courses (resulting in a university degree),DataCamp;Udacity;University Courses (resulting in a university degree)
6445,35-39,Man,Sweden,Bachelor’s degree,Data Analyst,1-2 years,"50,000-59,999",DataCamp,R;DataCamp
6454,45-49,Man,Turkey,Doctoral degree,Data Scientist,3-5 years,"100,000-124,999",Kaggle Learn Courses,R;SQL;Java;Javascript;MATLAB;Kaggle Learn Courses
